BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	genotype	time	treatment	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name	tissue
SAMN04251691	SRX1424283	2015-11-19	3525	2253	SRR2931389	SRS1156375	GSM1933695	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251692	SRX1424284	2015-11-19	3107	2017	SRR2931390	SRS1156374	GSM1933696	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251693	SRX1424285	2015-11-19	3157	2147	SRR2931391	SRS1156373	GSM1933697	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251694	SRX1424286	2015-11-19	3453	2159	SRR2931392	SRS1156372	GSM1933698	Pandan wangi (PW; IRGC#35834, Japonica)	270 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251695	SRX1424287	2015-11-19	5316	3681	SRR2931393	SRS1156371	GSM1933699	Pandan wangi (PW; IRGC#35834, Japonica)	270 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251696	SRX1424288	2015-11-19	3896	2536	SRR2931394	SRS1156370	GSM1933700	Pandan wangi (PW; IRGC#35834, Japonica)	300 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251697	SRX1424289	2015-11-19	3199	2046	SRR2931395	SRS1156369	GSM1933701	Tadukan (TD; IRGC#9804, Indica)	15 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251638	SRX1424290	2015-11-19	4203	2746	SRR2931396	SRS1156368	GSM1933702	Tadukan (TD; IRGC#9804, Indica)	15 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251639	SRX1424291	2015-11-19	4325	2902	SRR2931397	SRS1156367	GSM1933703	Tadukan (TD; IRGC#9804, Indica)	30 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251640	SRX1424292	2015-11-19	3989	2661	SRR2931398	SRS1156366	GSM1933704	Tadukan (TD; IRGC#9804, Indica)	30 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251641	SRX1424293	2015-11-19	2820	1816	SRR2931399	SRS1156365	GSM1933705	Tadukan (TD; IRGC#9804, Indica)	45 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251642	SRX1424294	2015-11-19	4048	2602	SRR2931400	SRS1156364	GSM1933706	Tadukan (TD; IRGC#9804, Indica)	45 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251643	SRX1424295	2015-11-19	2785	1823	SRR2931401	SRS1156363	GSM1933707	Tadukan (TD; IRGC#9804, Indica)	60 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251644	SRX1424296	2015-11-19	4108	2701	SRR2931402	SRS1156362	GSM1933708	Tadukan (TD; IRGC#9804, Indica)	60 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251645	SRX1424297	2015-11-19	3406	2162	SRR2931403	SRS1156361	GSM1933709	Tadukan (TD; IRGC#9804, Indica)	75 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251646	SRX1424298	2015-11-19	3648	2478	SRR2931404	SRS1156359	GSM1933710	Tadukan (TD; IRGC#9804, Indica)	75 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251647	SRX1424299	2015-11-19	3341	2175	SRR2931405	SRS1156360	GSM1933711	Tadukan (TD; IRGC#9804, Indica)	90 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251648	SRX1424300	2015-11-19	4907	3235	SRR2931406	SRS1156358	GSM1933712	Tadukan (TD; IRGC#9804, Indica)	90 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251649	SRX1424301	2015-11-19	3499	2373	SRR2931407	SRS1156357	GSM1933713	Tadukan (TD; IRGC#9804, Indica)	105 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251650	SRX1424302	2015-11-19	3757	2442	SRR2931408	SRS1156355	GSM1933714	Tadukan (TD; IRGC#9804, Indica)	105 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251651	SRX1424303	2015-11-19	2650	1739	SRR2931409	SRS1156354	GSM1933715	Tadukan (TD; IRGC#9804, Indica)	120 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251652	SRX1424304	2015-11-19	3778	2473	SRR2931410	SRS1156356	GSM1933716	Tadukan (TD; IRGC#9804, Indica)	120 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251653	SRX1424305	2015-11-19	4314	2922	SRR2931411	SRS1156353	GSM1933717	Tadukan (TD; IRGC#9804, Indica)	135 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251654	SRX1424306	2015-11-19	3090	2120	SRR2931412	SRS1156352	GSM1933718	Tadukan (TD; IRGC#9804, Indica)	135 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251655	SRX1424307	2015-11-19	4836	3368	SRR2931413	SRS1156351	GSM1933719	Tadukan (TD; IRGC#9804, Indica)	150 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251656	SRX1424308	2015-11-19	3288	2185	SRR2931414	SRS1156350	GSM1933720	Tadukan (TD; IRGC#9804, Indica)	150 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251657	SRX1424309	2015-11-19	3231	2078	SRR2931415	SRS1156349	GSM1933721	Tadukan (TD; IRGC#9804, Indica)	165 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251658	SRX1424310	2015-11-19	3495	2212	SRR2931416	SRS1156348	GSM1933722	Tadukan (TD; IRGC#9804, Indica)	165 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251659	SRX1424311	2015-11-19	3049	1960	SRR2931417	SRS1156347	GSM1933723	Tadukan (TD; IRGC#9804, Indica)	180 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251660	SRX1424312	2015-11-19	3218	2127	SRR2931418	SRS1156346	GSM1933724	Tadukan (TD; IRGC#9804, Indica)	180 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251661	SRX1424313	2015-11-19	4291	2760	SRR2931419	SRS1156345	GSM1933725	Tadukan (TD; IRGC#9804, Indica)	195 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251662	SRX1424314	2015-11-19	3335	2124	SRR2931420	SRS1156344	GSM1933726	Tadukan (TD; IRGC#9804, Indica)	195 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251663	SRX1424315	2015-11-19	4792	3227	SRR2931421	SRS1156342	GSM1933727	Tadukan (TD; IRGC#9804, Indica)	210 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251664	SRX1424316	2015-11-19	2652	1694	SRR2931422	SRS1156343	GSM1933728	Tadukan (TD; IRGC#9804, Indica)	210 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251665	SRX1424317	2015-11-19	5257	3550	SRR2931423	SRS1156341	GSM1933729	Tadukan (TD; IRGC#9804, Indica)	225 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251666	SRX1424318	2015-11-19	4005	2703	SRR2931424	SRS1156340	GSM1933730	Tadukan (TD; IRGC#9804, Indica)	225 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251667	SRX1424319	2015-11-19	2967	2030	SRR2931425	SRS1156339	GSM1933731	Tadukan (TD; IRGC#9804, Indica)	240 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251617	SRX1424320	2015-11-19	4688	3270	SRR2931426	SRS1156338	GSM1933732	Tadukan (TD; IRGC#9804, Indica)	240 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251608	SRX1424321	2015-11-19	3925	2627	SRR2931427	SRS1156337	GSM1933733	Tadukan (TD; IRGC#9804, Indica)	270 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251609	SRX1424322	2015-11-19	2372	1543	SRR2931428	SRS1156336	GSM1933734	Tadukan (TD; IRGC#9804, Indica)	270 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251610	SRX1424323	2015-11-19	4031	2588	SRR2931429	SRS1156335	GSM1933735	Tadukan (TD; IRGC#9804, Indica)	300 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251611	SRX1424324	2015-11-19	3165	2069	SRR2931430	SRS1156334	GSM1933736	Tadukan (TD; IRGC#9804, Indica)	300 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251612	SRX1424325	2015-11-19	3422	2278	SRR2931431	SRS1156332	GSM1933737	Tadukan (TD; IRGC#9804, Indica)	15 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251613	SRX1424326	2015-11-19	3365	2181	SRR2931432	SRS1156333	GSM1933738	Tadukan (TD; IRGC#9804, Indica)	15 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251614	SRX1424327	2015-11-19	1527	1001	SRR2931433	SRS1156331	GSM1933739	Tadukan (TD; IRGC#9804, Indica)	30 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251615	SRX1424328	2015-11-19	3342	2098	SRR2931434	SRS1156330	GSM1933740	Tadukan (TD; IRGC#9804, Indica)	30 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251616	SRX1424329	2015-11-19	3285	2099	SRR2931435	SRS1156329	GSM1933741	Tadukan (TD; IRGC#9804, Indica)	45 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251618	SRX1424330	2015-11-19	3524	2236	SRR2931436	SRS1156328	GSM1933742	Tadukan (TD; IRGC#9804, Indica)	45 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251619	SRX1424331	2015-11-19	2205	1392	SRR2931437	SRS1156327	GSM1933743	Tadukan (TD; IRGC#9804, Indica)	60 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251620	SRX1424332	2015-11-19	1940	1215	SRR2931438	SRS1156326	GSM1933744	Tadukan (TD; IRGC#9804, Indica)	60 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251621	SRX1424333	2015-11-19	3973	2675	SRR2931439	SRS1156325	GSM1933745	Tadukan (TD; IRGC#9804, Indica)	75 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251622	SRX1424334	2015-11-19	3890	2456	SRR2931440	SRS1156324	GSM1933746	Tadukan (TD; IRGC#9804, Indica)	75 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251623	SRX1424335	2015-11-19	1789	1114	SRR2931441	SRS1156323	GSM1933747	Tadukan (TD; IRGC#9804, Indica)	90 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251624	SRX1424336	2015-11-19	1878	1161	SRR2931442	SRS1156321	GSM1933748	Tadukan (TD; IRGC#9804, Indica)	90 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251625	SRX1424337	2015-11-19	3648	2282	SRR2931443	SRS1156322	GSM1933749	Tadukan (TD; IRGC#9804, Indica)	105 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251626	SRX1424338	2015-11-19	4102	2640	SRR2931444	SRS1156320	GSM1933750	Tadukan (TD; IRGC#9804, Indica)	105 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251627	SRX1424339	2015-11-19	1650	1023	SRR2931445	SRS1156319	GSM1933751	Tadukan (TD; IRGC#9804, Indica)	120 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251628	SRX1424340	2015-11-19	1997	1253	SRR2931446	SRS1156318	GSM1933752	Tadukan (TD; IRGC#9804, Indica)	120 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251629	SRX1424341	2015-11-19	2533	1617	SRR2931447	SRS1156317	GSM1933753	Tadukan (TD; IRGC#9804, Indica)	135 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251630	SRX1424342	2015-11-19	4541	2905	SRR2931448	SRS1156316	GSM1933754	Tadukan (TD; IRGC#9804, Indica)	135 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251631	SRX1424343	2015-11-19	3172	2035	SRR2931449	SRS1156315	GSM1933755	Tadukan (TD; IRGC#9804, Indica)	150 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251632	SRX1424344	2015-11-19	4776	3134	SRR2931450	SRS1156314	GSM1933756	Tadukan (TD; IRGC#9804, Indica)	150 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251633	SRX1424345	2015-11-19	3564	2402	SRR2931451	SRS1156313	GSM1933757	Tadukan (TD; IRGC#9804, Indica)	165 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251634	SRX1424346	2015-11-19	2639	1685	SRR2931452	SRS1156312	GSM1933758	Tadukan (TD; IRGC#9804, Indica)	165 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251635	SRX1424347	2015-11-19	3532	2283	SRR2931453	SRS1156311	GSM1933759	Tadukan (TD; IRGC#9804, Indica)	180 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251636	SRX1424348	2015-11-19	3766	2403	SRR2931454	SRS1156309	GSM1933760	Tadukan (TD; IRGC#9804, Indica)	180 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251637	SRX1424349	2015-11-19	3878	2628	SRR2931455	SRS1156310	GSM1933761	Tadukan (TD; IRGC#9804, Indica)	195 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251549	SRX1424350	2015-11-19	2952	1906	SRR2931456	SRS1156308	GSM1933762	Tadukan (TD; IRGC#9804, Indica)	195 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251550	SRX1424351	2015-11-19	4163	2863	SRR2931457	SRS1156307	GSM1933763	Tadukan (TD; IRGC#9804, Indica)	210 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251551	SRX1424352	2015-11-19	3691	2345	SRR2931458	SRS1156306	GSM1933764	Tadukan (TD; IRGC#9804, Indica)	210 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251552	SRX1424353	2015-11-19	3027	1917	SRR2931459	SRS1156305	GSM1933765	Tadukan (TD; IRGC#9804, Indica)	225 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
